A - Available,,,,,,,,,,,,,
NAM,OE,D2,D1,D0,A,U,F,P1,P0,C1,C0,Futur,
X,X,X,X,X,X,X,1,X,X,X,X,F,
1,X,X,X,X,X,1,0,0,0,X,X,U,
1,X,X,X,X,X,0,0,0,0,X,X,A,
0,X,X,X,X,1,0,0,0,0,X,X,P2,
0,X,X,X,X,1,0,0,0,1,1,1,P3,
0,X,X,X,X,1,0,0,1,0,1,1,P3,
0,X,X,X,X,1,0,0,1,1,1,1,P3,
1,X,X,X,X,X,0,0,0,1,1,1,P3,
1,X,X,X,X,X,0,0,1,0,1,1,P3,
1,X,X,X,X,X,0,0,1,1,1,1,P3,
0,X,X,X,X,0,0,0,0,1,1,0,P1,
0,X,X,X,X,0,0,0,1,0,1,0,P1,
0,X,X,X,X,0,0,0,1,1,1,0,P1,
0,X,X,X,X,0,0,0,0,1,1,1,P0,
0,X,X,X,X,0,0,0,1,0,1,1,P0,
0,X,X,X,X,0,0,0,1,1,1,1,P0,
X,1,X,X,X,X,0,0,0,1,0,1,C1,
X,1,X,X,X,X,0,0,1,0,0,1,C2,
X,1,X,X,X,X,0,0,1,1,0,1,C3,
X,0,X,X,X,X,0,0,0,1,0,1,Sevse,
X,0,X,X,X,X,0,0,1,0,0,1,Sevse,
X,0,X,X,X,X,0,0,1,1,0,1,Sevse,
,,,,,,,,,,,,,
"C1 - Charging, <= 13A",,,,,,,,,,,,,
NAM,OE,D2,D1,D0,A,U,F,P1,P0,C1,C0,Futur,
X,X,X,X,X,X,X,1,X,X,X,X,F,
1,X,X,X,X,X,0,0,0,0,X,X,A,Cable arraché
1,X,X,X,X,X,1,0,0,0,X,X,U,Cable arraché
1,X,X,X,X,X,X,0,0,1,1,1,A,Véhicule débranché
0,X,X,X,X,1,X,0,0,0,X,X,Q,Cable arraché
0,X,X,X,X,1,X,0,0,1,1,1,Q,Véhicule débranché
0,X,X,X,X,1,X,0,0,1,1,0,Sev,Véhicule en pause
0,X,X,X,X,0,X,0,0,1,0,1,Q,Déconnexion user
X,0,X,X,X,X,X,0,0,1,0,1,Sevse,Pause charge
,,,,,,,,,,,,,
"C2 - Charging, <= 20A",,,,,,,,,,,,,
NAM,OE,D2,D1,D0,A,U,F,P1,P0,C1,C0,Futur,
X,X,X,X,X,X,X,1,X,X,X,X,F,
1,X,X,X,X,X,0,0,0,0,X,X,A,
1,X,X,X,X,X,1,0,0,0,X,X,U,
1,X,X,X,X,X,X,0,1,0,1,1,A,
0,X,X,X,X,1,X,0,0,0,X,X,Q,
0,X,X,X,X,1,X,0,1,0,1,1,Q,
0,X,X,X,X,1,X,0,1,0,1,0,Sev,
0,X,X,X,X,0,X,0,1,0,0,1,Q,
X,0,X,X,X,X,X,0,1,0,0,1,Sevse,
,,,,,,,,,,,,,
"C3 - Charging, <= 32A",,,,,,,,,,,,,
NAM,OE,D2,D1,D0,A,U,F,P1,P0,C1,C0,Futur,
X,X,X,X,X,X,X,1,X,X,X,X,F,
1,X,X,X,X,X,0,0,0,0,X,X,A,
1,X,X,X,X,X,1,0,0,0,X,X,U,
1,X,X,X,X,X,X,0,1,1,1,1,A,
0,X,X,X,X,1,X,0,0,0,X,X,Q,
0,X,X,X,X,1,X,0,1,1,1,1,Q,
0,X,X,X,X,1,X,0,1,1,1,0,Sev,
0,X,X,X,X,0,X,0,1,1,0,1,Q,
X,0,X,X,X,X,X,0,1,1,0,1,Sevse,
,,,,,,,,,,,,,
Q - Finishing,,,,,,,,,,,,,
NAM,OE,D2,D1,D0,A,U,F,P1,P0,C1,C0,Futur,
X,X,X,X,X,X,X,1,X,X,X,X,F,
1,X,X,X,X,X,0,0,0,0,X,X,A,
1,X,X,X,X,X,0,0,0,1,1,1,A,
1,X,X,X,X,X,0,0,1,0,1,1,A,
1,X,X,X,X,X,0,0,1,1,1,1,A,
0,X,X,X,X,0,0,0,0,0,X,X,A,
0,X,X,X,X,0,0,0,0,1,1,1,A,
0,X,X,X,X,0,0,0,1,0,1,1,A,
0,X,X,X,X,0,0,0,1,1,1,1,A,
1,X,X,X,X,X,1,0,0,0,X,X,U,
1,X,X,X,X,X,1,0,0,1,1,1,U,
1,X,X,X,X,X,1,0,1,0,1,1,U,
1,X,X,X,X,X,1,0,1,1,1,1,U,
0,X,X,X,X,0,1,0,0,0,X,X,U,
0,X,X,X,X,0,1,0,0,1,1,1,U,
0,X,X,X,X,0,1,0,1,0,1,1,U,
0,X,X,X,X,0,1,0,1,1,1,1,U,
,,,,,,,,,,,,,
"Sev - Charging, suspended by car",,,,,,,,,,,,,
NAM,OE,D2,D1,D0,A,U,F,P1,P0,C1,C0,Futur,
X,X,X,X,X,X,X,1,X,X,X,X,F,
1,1,X,X,X,X,0,0,0,0,X,X,A,Cable arraché
0,1,X,X,X,0,0,0,0,1,1,0,Q,Déconnexion
0,1,X,X,X,0,0,0,1,0,1,0,Q,
0,1,X,X,X,0,0,0,1,1,1,0,Q,
1,1,X,X,X,X,0,0,0,1,1,1,A,"Retrait voiture, NAM = 1"
1,1,X,X,X,X,0,0,1,0,1,1,A,
1,1,X,X,X,X,0,0,1,1,1,1,A,
0,1,X,X,X,1,0,0,0,1,1,1,Q,"Retrait voiture, NAM = 0"
0,1,X,X,X,1,0,0,1,0,1,1,Q,
0,1,X,X,X,1,0,0,1,1,1,1,Q,
X,1,X,X,X,X,0,0,0,1,0,1,C1,Reprise charge
X,1,X,X,X,X,0,0,1,0,0,1,C2,
X,1,X,X,X,X,0,0,1,1,0,1,C3,
X,0,X,X,X,X,0,0,0,1,0,1,Sevse,"Reprise charge, OE = 0"
X,0,X,X,X,X,0,0,1,0,0,1,Sevse,
X,0,X,X,X,X,0,0,1,1,0,1,Sevse,
,,,,,,,,,,,,,
"Sevse - Charging, suspended by supply equipment",,,,,,,,,,,,,
NAM,OE,D2,D1,D0,A,U,F,P1,P0,C1,C0,Futur,
X,X,X,X,X,X,X,1,X,X,X,X,F,
1,X,X,X,X,X,0,0,0,0,X,X,A,Cable arraché
0,0,X,X,X,0,0,0,0,1,0,1,Q,Déconnexion
0,0,X,X,X,0,0,0,1,0,0,1,Q,
0,0,X,X,X,0,0,0,1,1,0,1,Q,
1,0,X,X,X,X,0,0,0,1,1,1,A,"Retrait voiture, NAM = 1"
1,0,X,X,X,X,0,0,1,0,1,1,A,
1,0,X,X,X,X,0,0,1,1,1,1,A,
0,1,X,X,X,1,0,0,0,1,1,1,Q,"Retrait voiture, NAM = 0"
0,1,X,X,X,1,0,0,1,0,1,1,Q,
0,1,X,X,X,1,0,0,1,1,1,1,Q,
X,1,X,X,X,X,0,0,0,1,0,1,C1,Reprise charge
X,1,X,X,X,X,0,0,1,0,0,1,C2,
X,1,X,X,X,X,0,0,1,1,0,1,C3,
X,1,X,X,X,X,0,0,0,1,1,0,Sev,"Reprise charge, Vehicle pause"
X,1,X,X,X,X,0,0,1,0,1,0,Sev,
X,1,X,X,X,X,0,0,1,1,1,0,Sev,
,,,,,,,,,,,,,
U - Unavailable,,,,,,,,,,,,,
NAM,OE,D2,D1,D0,A,U,F,P1,P0,C1,C0,Futur,
X,X,X,X,X,X,X,1,X,X,X,X,F,
X,X,X,X,X,X,0,0,0,0,X,X,A,
0,X,X,X,X,1,0,0,0,0,X,X,P2,
0,X,X,X,X,0,0,0,0,1,1,1,P0,
0,X,X,X,X,0,0,0,1,0,1,1,P0,
0,X,X,X,X,0,0,0,1,1,1,1,P0,
0,X,X,X,X,0,0,0,0,1,1,0,P1,
0,X,X,X,X,0,0,0,1,0,1,0,P1,
0,X,X,X,X,0,0,0,1,1,1,0,P1,
0,X,X,X,X,1,0,0,0,1,1,1,P3,
0,X,X,X,X,1,0,0,1,0,1,1,P3,
0,X,X,X,X,1,0,0,1,1,1,1,P3,
1,X,X,X,X,X,0,0,0,1,1,1,P3,
1,X,X,X,X,X,0,0,1,0,1,1,P3,
1,X,X,X,X,X,0,0,1,1,1,1,P3,
0,X,X,X,X,1,0,0,0,1,1,0,P4,
0,X,X,X,X,1,0,0,1,0,1,0,P4,
0,X,X,X,X,1,0,0,1,1,1,0,P4,
1,X,X,X,X,X,0,0,0,1,1,0,P4,
1,X,X,X,X,X,0,0,1,0,1,0,P4,
1,X,X,X,X,X,0,0,1,1,1,0,P4,
,,,,,,,,,,,,,
F - Faulted,,,,,,,,,,,,,
NAM,OE,D2,D1,D0,A,U,F,P1,P0,C1,C0,Futur,
X,X,X,X,X,X,1,0,X,X,X,X,U,
X,X,X,X,X,X,0,0,0,0,X,X,A,
0,X,X,X,X,X,0,0,0,1,X,X,P0,
0,X,X,X,X,X,0,0,1,0,X,X,P0,
0,X,X,X,X,X,0,0,1,1,X,X,P0,
1,X,X,X,X,X,0,0,0,1,X,X,P3,
1,X,X,X,X,X,0,0,1,0,X,X,P3,
1,X,X,X,X,X,0,0,1,1,X,X,P3,
